State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
QLD,4702,15318,894988163,2993,6581717,58427.220459590026,2199.036752422319
QLD,4703,13461,869053470,3031,7032533,64560.84020503677,2320.2022434839987
QLD,4704,105,5549602,16,31945,52853.35238095238,1996.5625
QLD,4705,219,10568221,31,76856,48256.716894977166,2479.2258064516127
QLD,4707,102,5606758,19,66878,54968.21568627451,3519.8947368421054
QLD,4709,390,34610813,141,352232,88745.67435897436,2498.099290780142
QLD,4710,2514,148920885,507,1175048,59236.62887828163,2317.6489151873766
QLD,4711,1078,72480178,220,469199,67235.7866419295,2132.7227272727273
QLD,4712,220,11660231,35,62760,53001.05,1793.142857142857
QLD,4713,268,11992247,24,40601,44747.19029850746,1691.7083333333333
QLD,4714,1045,52670228,192,404569,50402.13205741627,2107.1302083333335
QLD,4715,4107,276188020,782,1376769,67248.1178475773,1760.574168797954
QLD,4716,505,27225297,56,114516,53911.47920792079,2044.9285714285713
QLD,4717,2615,220312406,593,1268658,84249.48604206501,2139.389544688027
QLD,4718,1216,84553699,278,596403,69534.29194078948,2145.334532374101
QLD,4719,611,31398648,98,261551,51388.94926350246,2668.887755102041
QLD,4720,9072,661061993,2106,5108603,72868.38547178131,2425.7374169040836
QLD,4721,2152,140730827,375,859357,65395.3657063197,2291.6186666666667
QLD,4722,1104,63943202,140,287956,57919.567028985504,2056.8285714285716
QLD,4723,835,46864548,160,358868,56125.207185628744,2242.925
QLD,4724,391,16222743,50,119155,41490.391304347824,2383.1
QLD,4725,830,45858231,109,259686,55250.88072289157,2382.440366972477
QLD,4726,237,9060045,25,49482,38228.037974683546,1979.28
QLD,4727,165,5731477,31,55804,34736.22424242424,1800.1290322580646
QLD,4728,102,4838384,13,35902,47435.13725490196,2761.6923076923076
QLD,4730,1923,108286820,355,814698,56311.39885595424,2294.923943661972
QLD,4731,91,4630425,16,34017,50883.79120879121,2126.0625
QLD,4732,83,1619519,13,27778,19512.277108433736,2136.769230769231
QLD,4735,672,33918878,100,211776,50474.520833333336,2117.76
QLD,4736,83,5562132,14,38962,67013.63855421687,2783.0
QLD,4737,4784,310150199,1046,2620200,64830.72721571906,2504.9713193116636
QLD,4738,659,38723002,115,268929,58760.24582701062,2338.513043478261
QLD,4739,190,8637306,33,81547,45459.505263157895,2471.121212121212
QLD,4740,50520,3481267392,12659,29733798,68908.6973871734,2348.8267635674224
QLD,4741,3804,244053811,759,1853342,64157.153259726605,2441.820816864295
QLD,4742,575,37055709,128,350793,64444.711304347824,2740.5703125
QLD,4743,274,24057218,103,298787,87800.06569343066,2900.8446601941746
QLD,4744,5028,472248137,1344,3257277,93923.65493237867,2423.5691964285716
QLD,4745,1398,121765174,377,964483,87099.5522174535,2558.310344827586
QLD,4746,874,81406636,276,613436,93142.60411899314,2222.5942028985505
QLD,4750,3277,224410582,859,2064468,68480.49496490693,2403.3387660069848
QLD,4751,2932,206668810,746,1762807,70487.31582537518,2363.0120643431637
QLD,4753,2668,194755089,759,2017241,72996.66004497751,2657.7615283267455
QLD,4754,1314,84868917,310,749260,64588.216894977166,2416.967741935484
QLD,4756,380,18667583,76,180693,49125.21842105263,2377.5394736842104
QLD,4757,171,9187986,31,72206,53730.912280701756,2329.2258064516127
QLD,4798,465,25049562,81,186650,53870.02580645162,2304.320987654321
QLD,4799,555,28833144,111,293412,51951.61081081081,2643.3513513513512
QLD,4800,5545,314570263,1253,3125275,56730.435166816955,2494.2338387869113
QLD,4801,124,5513565,8,9359,44464.23387096774,1169.875
QLD,4802,7240,410464488,1875,4446285,56693.99005524862,2371.352
QLD,4803,928,46359235,49,88832,49956.07219827586,1812.8979591836735
QLD,4804,1009,67347940,264,455092,66747.21506442022,1723.8333333333333
QLD,4805,6358,347970971,1354,2871385,54729.627398553006,2120.668389955687
QLD,4806,2200,115528498,467,880630,52512.953636363636,1885.7173447537473
QLD,4807,6522,359970730,1343,2565059,55193.30420116529,1909.9471332836931
QLD,4808,668,35977399,139,254993,53858.38173652695,1834.4820143884892
QLD,4809,566,28017560,108,188841,49500.989399293285,1748.5277777777778
QLD,4810,13823,1001174294,3383,6627647,72428.14830355205,1959.1034584688146
QLD,4811,6879,437331576,2097,4207319,63574.87658089839,2006.3514544587506
QLD,4812,10325,604140521,2524,4712299,58512.3991283293,1866.9964342313788
QLD,4813,512,31856415,336,656345,62219.560546875,1953.407738095238
QLD,4814,25296,1530437801,6571,11668993,60501.17809139785,1775.8321412266018
QLD,4815,11207,592803925,3078,6063417,52895.861961274204,1969.921052631579
QLD,4816,4519,250036312,912,2022185,55330.009294091615,2217.308114035088
QLD,4817,18010,1067610219,5390,10078925,59278.74619655747,1869.930426716141
QLD,4818,18159,1129026481,6244,12789141,62174.48543421995,2048.228859705317
QLD,4819,1378,64429957,216,335204,46756.13715529753,1551.8703703703704
QLD,4820,5203,292247685,1137,2069449,56169.072650394,1820.0958663148638
QLD,4821,812,37736610,147,301447,46473.65763546798,2050.6598639455783
QLD,4822,522,20645438,95,220855,39550.64750957854,2324.7894736842104
QLD,4823,522,21854308,95,248433,41866.490421455936,2615.084210526316
QLD,4824,1573,111892633,318,684047,71133.26954863318,2151.0911949685533
QLD,4825,11343,859428687,3309,5394737,75767.31790531606,1630.322453913569
QLD,4828,108,5260447,32,66723,48707.84259259259,2085.09375
QLD,4829,273,15739245,60,134189,57652.91208791209,2236.483333333333
QLD,4830,563,24843311,53,107202,44126.66252220249,2022.6792452830189
QLD,4849,731,30745056,130,303099,42058.900136798904,2331.5307692307692
QLD,4850,5978,303980154,1273,2188635,50849.80829708933,1719.2733699921446
QLD,4852,2284,113779362,485,1133097,49815.83274956217,2336.282474226804
QLD,4854,3283,155156960,633,1288153,47260.724946695096,2034.996840442338
QLD,4855,474,19109084,80,185895,40314.52320675105,2323.6875
QLD,4856,374,15843090,75,129781,42361.20320855615,1730.4133333333334
QLD,4858,880,45205629,168,290400,51370.03295454545,1728.5714285714287
QLD,4859,326,15498640,59,116370,47541.84049079755,1972.3728813559321
QLD,4860,6017,285672230,1174,2023782,47477.518697025094,1723.8347529812606
QLD,4861,817,39540631,185,351476,48397.34516523868,1899.8702702702703
QLD,4865,4780,268757615,1257,2392416,56225.44246861924,1903.27446300716
QLD,4868,12514,675128902,3317,6450456,53949.888285120665,1944.6656617425385
QLD,4869,10970,597345058,3249,6203929,54452.6032816773,1909.4887657740844
QLD,4870,43952,2553587983,10251,19130129,58099.47176465235,1866.171983221149
QLD,4871,5609,261759618,1016,2024552,46667.78712783027,1992.6692913385828
QLD,4872,2276,104498683,394,788005,45913.30536028119,2000.01269035533
QLD,4873,4051,191019533,933,1776780,47153.67390767712,1904.3729903536978
QLD,4874,3108,251777490,674,1456261,81009.48841698842,2160.6246290801187
QLD,4875,3098,170012934,284,400290,54878.2872821175,1409.4718309859154
QLD,4876,1046,48843210,160,267673,46695.229445506695,1672.95625
QLD,4877,3622,167533152,756,1496462,46254.32136940917,1979.44708994709
QLD,4878,8614,483786861,2312,4453692,56162.85825400511,1926.3373702422145
QLD,4879,12841,758417761,3223,6439484,59062.203956078185,1997.978281104561
QLD,4880,7578,362974053,1687,2940313,47898.397070467145,1742.9241256668643
QLD,4881,2620,129694560,580,1074477,49501.740458015265,1852.546551724138
QLD,4882,1779,93110608,414,676059,52338.7341202923,1632.9927536231885
QLD,4883,4627,220847591,1080,1776711,47730.19040414956,1645.1027777777779
QLD,4884,1240,61697110,231,440746,49755.73387096774,1907.991341991342
QLD,4885,2335,113814561,506,893741,48742.85267665953,1766.2865612648222
QLD,4886,464,18754229,87,171098,40418.59698275862,1966.6436781609195
QLD,4887,935,41921967,180,323583,44836.328342245986,1797.6833333333334
QLD,4888,1291,55961281,265,534629,43347.2354763749,2017.4679245283019
QLD,4890,720,37477332,122,265521,52051.85,2176.401639344262
QLD,4891,338,17953035,46,99514,53115.48816568047,2163.3478260869565
QLD,4892,1514,65211284,151,314103,43072.1822985469,2080.1523178807947
QLD,4895,2162,104279181,402,834892,48232.73866790009,2076.8457711442784
QLD,9726,551,18920933,48,186200,34339.2613430127,3879.1666666666665
QLD,QLD other,2329,144227367,599,1377696,61926.73550880206,2299.993322203673
SA,5000,8710,546883880,1303,2684500,62788.04592422503,2060.245587106677
SA,5001,161,31319131,18,33140,194528.76397515528,1841.111111111111
SA,5006,4149,428141538,718,1659628,103191.5010845987,2311.459610027855
SA,5007,4715,276027286,1200,2167011,58542.372428419934,1805.8425
SA,5008,7614,395788071,1823,3498334,51981.62214342001,1918.9983543609435
SA,5009,3090,164635142,696,1331593,53279.98122977346,1913.2083333333333
SA,5010,2875,133474595,702,1184152,46425.94608695652,1686.8262108262109
SA,5011,7928,438825731,2084,4077731,55351.378784056506,1956.6847408829174
SA,5012,5571,247934897,1164,2005691,44504.558786573325,1723.1022336769759
SA,5013,5318,156713836,1360,2401126,29468.56637833772,1765.5338235294118
SA,5014,6858,360256918,1840,3333435,52530.900845727614,1811.6494565217392
SA,5015,3590,202780914,1006,1909560,56484.93426183844,1898.1709741550696
SA,5016,5284,317301280,1486,2974298,60049.44738834217,2001.5464333781965
SA,5017,2515,129959440,659,1237948,51673.73359840954,1878.5250379362672
SA,5018,3455,201169739,898,1824041,58225.68422575977,2031.226057906459
SA,5019,5316,323985100,1446,2919563,60945.27840481565,2019.0615491009683
SA,5020,1948,121876711,446,1011220,62565.04671457905,2267.3094170403588
SA,5021,4116,255811916,888,2101841,62150.61127308066,2366.938063063063
SA,5022,10202,741178435,2594,6023651,72650.3072926877,2322.1476484194295
SA,5023,9616,487567851,2501,4795005,50703.81146006656,1917.235105957617
SA,5024,8962,545894340,2050,4438648,60912.111135907166,2165.1941463414632
SA,5025,5333,298386379,1326,2828319,55950.942996437276,2132.970588235294
SA,5031,6092,346076553,1407,2878069,56808.363919894946,2045.5358919687278
SA,5032,8166,493967909,1922,3979592,60490.80443301494,2070.547346514048
SA,5033,5063,255386709,1211,2235749,50441.7754295872,1846.2006606110651
SA,5034,6566,506897449,1345,2926125,77200.34252208346,2175.557620817844
SA,5035,3943,226865881,844,1831954,57536.363428861274,2170.5616113744077
SA,5037,6505,346166550,1463,2693961,53215.4573405073,1841.395078605605
SA,5038,10336,543282007,2548,4783762,52562.11368034056,1877.4576138147568
SA,5039,5304,288693624,1270,2528736,54429.41628959276,1991.1307086614174
SA,5040,1426,90722398,297,681811,63620.19495091164,2295.6599326599326
SA,5041,8295,538413051,1979,4249061,64908.14358047016,2147.074785245073
SA,5042,6353,320179422,1394,2444698,50398.146072721545,1753.728837876614
SA,5043,10689,534362350,2578,4892211,49991.79998128918,1897.676881303336
SA,5044,7076,489379894,1689,4018078,69160.52769926512,2378.9686204854943
SA,5045,10620,730815540,2483,6020775,68815.02259887005,2424.7986306886833
SA,5046,5445,289405921,1335,2558712,53150.76602387511,1916.638202247191
SA,5047,4765,241428658,1184,2245628,50667.08457502623,1896.6452702702702
SA,5048,9108,574445002,2164,4689483,63070.377909530085,2167.043900184843
SA,5049,6400,399814524,1535,3352502,62471.019375,2184.0403908794788
SA,5050,3527,204981784,751,1405781,58117.88602211511,1871.878828229028
SA,5051,9478,608906900,2275,4602318,64244.23929098966,2022.9969230769232
SA,5052,4138,276611183,959,2116988,66846.58844852586,2207.495307612096
SA,5061,6570,683539830,1242,3559316,104039.54794520549,2865.793880837359
SA,5062,9860,818270101,2066,4845786,82988.85405679513,2345.491771539206
SA,5063,7738,569165285,1740,4051546,73554.57288705092,2328.4747126436782
SA,5064,6505,562259636,1199,3183343,86434.99400461184,2654.998331943286
SA,5065,6628,568710639,1211,2833239,85804.26056125529,2339.5862923203963
SA,5066,8099,722077254,1580,3944177,89156.34695641437,2496.314556962025
SA,5067,6929,536090465,1459,3450393,77369.09582912397,2364.9026730637424
SA,5068,7719,601938300,1622,3922811,77981.38359891178,2418.5024660912454
SA,5069,5326,461606138,1061,2531772,86670.32256853173,2386.2130065975493
SA,5070,8692,528321270,1913,4007982,60782.474689369534,2095.1291165708312
SA,5071,153,15624753,29,81431,102122.56862745098,2807.9655172413795
SA,5072,7946,521513265,1723,3592452,65632.17530833124,2084.9982588508415
SA,5073,9429,535421039,2164,4231428,56784.498780358466,1955.373382624769
SA,5074,7602,386793264,1815,3809380,50880.46093133386,2098.831955922865
SA,5075,6471,341414764,1476,3153641,52760.74238912069,2136.6131436314363
SA,5076,6066,346540703,1469,3046394,57128.371744147706,2073.787610619469
SA,5081,6115,609057698,1235,3217243,99600.60474243663,2605.055060728745
SA,5082,9814,636583854,2288,4887570,64864.87201956389,2136.1756993006993
SA,5083,4661,278726043,1148,2123741,59799.62304226561,1849.948606271777
SA,5084,5187,220717077,1022,1734379,42551.97165991903,1697.0440313111546
SA,5085,12616,669753452,3198,6162720,53087.62301838935,1927.0544090056285
SA,5086,9414,490912110,2409,4554211,52147.02676864245,1890.4985471149855
SA,5087,6971,358311207,1694,3048873,51400.25921675513,1799.8069657615113
SA,5088,2028,96577026,472,899140,47621.807692307695,1904.957627118644
SA,5089,4303,254032768,1038,2334818,59036.199860562396,2249.3429672447014
SA,5090,4276,208633927,1020,1921972,48791.8444808232,1884.286274509804
SA,5091,4756,262347295,1179,2340227,55161.33200168209,1984.9253604749788
SA,5092,10252,512320572,2538,4604295,49972.74404994147,1814.1430260047282
SA,5093,5052,238984858,1154,2136562,47304.99960411718,1851.4402079722704
SA,5094,513,24950526,105,218951,48636.50292397661,2085.247619047619
SA,5095,12141,666767006,3082,6231518,54918.62334239354,2021.9072031148605
SA,5096,7555,377548608,1837,3691030,49973.34321641297,2009.270549809472
SA,5097,8093,425408613,1924,3633902,52565.008402322994,1888.7224532224532
SA,5098,6509,317899534,1511,2853305,48839.996005530804,1888.3553937789543
SA,5106,81,3892926,13,15532,48060.81481481482,1194.7692307692307
SA,5107,8921,412048210,2073,3881532,46188.56742517655,1872.422575976845
SA,5108,20378,933190640,4838,9315727,45794.02492884483,1925.5326581231914
SA,5109,10621,521509386,2526,4978974,49101.721683457305,1971.0902612826603
SA,5110,4411,215977394,1176,2208382,48963.36295624575,1877.8758503401361
SA,5111,279,19266320,172,299708,69054.91039426523,1742.4883720930231
SA,5112,8156,369361922,1899,3526813,45287.14100049044,1857.194839389152
SA,5113,6902,280201931,1437,2870863,40597.208200521585,1997.8169798190675
SA,5114,18594,943539783,5223,10243871,50744.31445627622,1961.300210606931
SA,5115,6121,299698739,1804,3576545,48962.38180035942,1982.5637472283813
SA,5116,5334,277210583,1622,3191113,51970.48800149981,1967.3939580764488
SA,5117,1948,109251690,584,1297042,56084.02977412731,2220.9623287671234
SA,5118,10899,603350170,2992,6071098,55358.3053491146,2029.110294117647
SA,5120,1416,73778859,323,699200,52103.713983050846,2164.705882352941
SA,5121,1039,50255591,243,488958,48369.19249278152,2012.1728395061727
SA,5125,12008,721598336,3313,7080814,60093.13257828115,2137.281617869001
SA,5126,4398,240603587,1194,2520696,54707.50045475216,2111.1356783919596
SA,5127,4847,270801560,1288,2305744,55869.931916649475,1790.1739130434783
SA,5131,630,39196957,121,302216,62217.392063492065,2497.6528925619837
SA,5132,278,19913660,60,110390,71631.87050359712,1839.8333333333333
SA,5133,285,17610722,67,183772,61792.00701754386,2742.865671641791
SA,5134,246,14657618,62,154995,59583.813008130084,2499.9193548387098
SA,5136,295,19963820,62,120517,67673.96610169491,1943.8225806451612
SA,5137,365,24269005,83,205708,66490.42465753424,2478.409638554217
SA,5138,183,9933554,43,100627,54281.715846994535,2340.1627906976746
SA,5139,147,8913900,30,60379,60638.77551020408,2012.6333333333334
SA,5140,290,19749512,91,193366,68101.76551724138,2124.901098901099
SA,5141,452,28964133,102,176325,64079.94026548672,1728.6764705882354
SA,5142,425,26811737,80,124997,63086.44,1562.4625
SA,5144,250,17041679,63,139072,68166.716,2207.4920634920636
SA,5151,249,19723804,45,93321,79212.0642570281,2073.8
SA,5152,4142,383542831,883,2367949,92598.46233703525,2681.7089467723667
SA,5153,4150,276905370,934,2090958,66724.18554216868,2238.7130620985013
SA,5154,2281,184831821,486,1206237,81031.04822446295,2481.9691358024693
SA,5155,2455,149731780,639,1266665,60990.5417515275,1982.2613458528951
SA,5156,644,41854505,160,332273,64991.467391304344,2076.70625
SA,5157,1925,119923054,457,1069249,62297.69038961039,2339.7133479212252
SA,5158,15599,857809740,4414,8926783,54991.328931341755,2022.3794743996375
SA,5159,20645,1141532146,5287,10551568,55293.395301525794,1995.7571401550974
SA,5160,128,7963868,26,66896,62217.71875,2572.923076923077
SA,5161,5633,277628404,1578,2954523,49286.06497425883,1872.3212927756654
SA,5162,19228,930341703,5173,10112771,48384.73595797795,1954.9141697274308
SA,5163,6973,325140145,1825,3325551,46628.44471533056,1822.2197260273972
SA,5164,2055,85175085,495,900107,41447.7299270073,1818.3979797979798
SA,5165,2970,141368521,768,1473335,47598.82861952862,1918.4049479166667
SA,5166,909,43173428,259,500559,47495.5203520352,1932.6602316602316
SA,5167,3562,188708616,971,2012592,52978.27512633352,2072.700308959835
SA,5168,2950,141229325,837,1706578,47874.34745762712,2038.9223416965353
SA,5169,10496,543233050,3215,6688684,51756.19759908537,2080.4615863141526
SA,5170,681,33884020,203,393878,49756.27019089574,1940.2857142857142
SA,5171,3746,211174114,835,1902253,56373.22851041111,2278.1473053892214
SA,5172,2647,150907806,612,1209731,57010.88250850019,1976.6846405228757
SA,5173,6852,330651694,1914,3882812,48256.230881494455,2028.637408568443
SA,5174,1633,79201408,461,1071802,48500.55603184323,2324.9501084598696
SA,5201,1378,71976543,360,853664,52232.61465892598,2371.288888888889
SA,5202,535,24740795,130,261385,46244.47663551402,2010.6538461538462
