State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
SA,5234,860,45510599,222,426289,52919.301162790696,1920.2207207207207
SA,5235,1387,69525026,314,694773,50126.19033886085,2212.6528662420383
SA,5236,169,9065977,46,82554,53644.83431952663,1794.6521739130435
SA,5237,204,8894904,32,81321,43602.470588235294,2541.28125
SA,5238,2062,86597929,402,761659,41997.05577109602,1894.6741293532339
SA,5240,346,17593246,75,192966,50847.53179190752,2572.88
SA,5241,1496,82788201,413,885198,55339.70655080214,2143.3365617433415
SA,5242,1043,69380089,269,632927,66519.7401725791,2352.888475836431
SA,5243,605,40791852,138,340990,67424.54876033058,2470.942028985507
SA,5244,2574,142701589,642,1338203,55439.62276612277,2084.4283489096574
SA,5245,1953,126300464,426,999474,64669.976446492576,2346.1830985915494
SA,5250,2340,144088629,628,1344427,61576.33717948718,2140.8073248407645
SA,5251,9874,550997493,2572,5315811,55802.86540409156,2066.800544323484
SA,5252,3938,199573210,1118,2213733,50678.82427628238,1980.0831842576029
SA,5253,9689,424577222,2158,4334680,43820.541025905666,2008.6561631139944
SA,5254,1287,60454441,294,579379,46973.14763014763,1970.6768707482993
SA,5255,5491,274724496,1252,2588454,50031.778546712805,2067.4552715654954
SA,5256,657,27056586,138,278104,41182.01826484018,2015.2463768115942
SA,5259,497,22135876,78,134389,44538.98591549296,1722.9358974358975
SA,5260,878,41368379,182,393267,47116.60478359909,2160.8076923076924
SA,5261,248,12852085,33,75655,51822.92338709677,2292.5757575757575
SA,5262,319,19970846,51,107863,62604.5329153605,2114.9607843137255
SA,5263,142,8675021,23,46983,61091.69718309859,2042.7391304347825
SA,5264,746,33635518,158,312419,45087.82573726542,1977.3354430379748
SA,5265,223,10815191,34,63452,48498.61434977579,1866.235294117647
SA,5266,399,22436197,66,150142,56231.070175438595,2274.878787878788
SA,5267,1228,62794831,257,556943,51135.855863192184,2167.093385214008
SA,5268,2447,124652269,530,977164,50940.85369840621,1843.7056603773585
SA,5269,133,7521669,17,33048,56553.9022556391,1944.0
SA,5270,408,20873397,72,169805,51160.28676470588,2358.402777777778
SA,5271,4888,259468977,1065,2218530,53082.851268412436,2083.1267605633802
SA,5272,502,34466142,97,211761,68657.65338645419,2183.103092783505
SA,5273,87,5946742,14,35240,68353.35632183908,2517.1428571428573
SA,5275,1396,81722274,315,688245,58540.31088825215,2184.904761904762
SA,5276,879,46702916,168,473094,53131.87258248009,2816.035714285714
SA,5277,1663,91236856,380,792129,54862.81178592904,2084.55
SA,5278,308,17270114,64,132535,56071.7987012987,2070.859375
SA,5279,229,10713039,51,112100,46781.82969432315,2198.0392156862745
SA,5280,4055,220677043,1008,2077898,54420.97237977805,2061.406746031746
SA,5290,14685,761527223,3059,5513450,51857.48879809329,1802.3700555737169
SA,5291,4759,267708306,1010,1966573,56253.05862576172,1947.1019801980199
SA,5301,310,15818736,43,100009,51028.180645161294,2325.7906976744184
SA,5302,514,24487680,74,127085,47641.40077821012,1717.3648648648648
SA,5303,113,4972678,30,76036,44006.0,2534.5333333333333
SA,5304,539,23120102,82,128059,42894.43784786642,1561.6951219512196
SA,5306,64,2095486,7,15516,32741.96875,2216.5714285714284
SA,5307,310,10023131,49,107259,32332.68064516129,2188.9591836734694
SA,5308,55,1233346,6,8323,22424.47272727273,1387.1666666666667
SA,5311,147,5932279,32,86864,40355.639455782315,2714.5
SA,5320,289,12613241,69,140819,43644.43252595155,2040.855072463768
SA,5321,165,6284318,28,51455,38086.77575757576,1837.6785714285713
SA,5322,447,20907640,111,181761,46773.24384787472,1637.4864864864865
SA,5330,1888,89216077,376,607947,47254.2780720339,1616.8803191489362
SA,5331,150,8730182,30,32846,58201.21333333333,1094.8666666666666
SA,5332,220,8125068,58,109690,36932.12727272727,1891.2068965517242
SA,5333,3395,163599058,974,1676094,48188.23505154639,1720.8357289527721
SA,5340,769,38734695,206,339494,50370.21456436931,1648.0291262135922
SA,5341,4334,207696909,1065,1995075,47922.683202584216,1873.3098591549297
SA,5342,595,29731607,138,246847,49969.08739495798,1788.7463768115942
SA,5343,2748,133383149,782,1261581,48538.26382823872,1613.2749360613811
SA,5344,437,19904024,114,157023,45546.96567505721,1377.3947368421052
SA,5345,1886,90649054,456,791163,48064.185577942735,1735.0065789473683
SA,5346,183,8305589,45,97494,45385.73224043716,2166.5333333333333
SA,5350,291,15799731,90,277029,54294.60824742268,3078.1
SA,5351,3575,196828021,972,2096745,55056.78909090909,2157.145061728395
SA,5352,3238,197217103,875,1687735,60907.07319332922,1928.84
SA,5353,2295,118824389,517,973599,51775.33289760348,1883.1702127659576
SA,5354,170,6943009,40,75268,40841.2294117647,1881.7
SA,5355,4606,242337194,1206,1923653,52613.37255753365,1595.0688225538972
SA,5356,471,21187246,126,205935,44983.53715498938,1634.404761904762
SA,5357,213,8210893,42,84321,38548.79342723005,2007.642857142857
SA,5360,771,43075256,206,429606,55869.333333333336,2085.4660194174758
SA,5371,866,45535647,226,419759,52581.578521939955,1857.3407079646017
SA,5372,1389,73712407,410,822659,53068.6875449964,2006.4853658536585
SA,5373,1827,93383584,461,880087,51113.072796934866,1909.0824295010846
SA,5374,794,32463337,168,403197,40885.81486146096,2399.9821428571427
SA,5381,196,6680805,39,97720,34085.739795918365,2505.641025641026
SA,5400,522,26385144,141,237517,50546.252873563215,1684.5177304964539
SA,5401,441,20139372,105,219023,45667.510204081635,2085.9333333333334
SA,5410,169,8209245,32,83225,48575.414201183434,2600.78125
SA,5411,176,9971772,26,53793,56657.795454545456,2068.9615384615386
SA,5412,644,31303207,130,241647,48607.46428571428,1858.823076923077
SA,5413,454,18782406,82,207511,41370.93832599119,2530.621951219512
SA,5414,96,3619693,20,44726,37705.135416666664,2236.3
SA,5415,137,6407085,21,45787,46767.04379562044,2180.3333333333335
SA,5416,141,5914901,24,43791,41949.65248226951,1824.625
SA,5417,779,34486329,151,397623,44269.99871630295,2633.264900662252
SA,5419,122,6976554,20,59158,57184.86885245902,2957.9
SA,5420,50,2323220,7,10215,46464.4,1459.2857142857142
SA,5422,649,26741407,116,199496,41204.016949152545,1719.7931034482758
SA,5431,515,19586616,115,212283,38032.264077669905,1845.9391304347826
SA,5432,90,4677903,16,52343,51976.7,3271.4375
SA,5433,691,35384944,211,469623,51208.31259044862,2225.701421800948
SA,5434,248,11932271,47,112686,48113.99596774193,2397.574468085106
SA,5440,131,7074803,26,74609,54006.12977099237,2869.576923076923
SA,5451,415,22462416,94,136571,54126.30361445783,1452.8829787234042
SA,5452,290,13734740,57,106965,47361.1724137931,1876.578947368421
SA,5453,3072,166585825,758,1490222,54227.156575520836,1965.9920844327178
SA,5454,207,7955801,42,91451,38433.821256038646,2177.404761904762
SA,5460,402,19083813,94,184030,47472.17164179104,1957.7659574468084
SA,5461,1374,68797586,336,540649,50071.02328966521,1609.0744047619048
SA,5462,309,15455325,64,139473,50017.23300970874,2179.265625
SA,5464,291,14156927,58,99355,48649.23367697594,1713.0172413793102
SA,5470,70,3711086,12,20521,53015.514285714286,1710.0833333333333
SA,5471,65,2213097,11,17913,34047.64615384615,1628.4545454545455
SA,5472,71,2483600,13,34727,34980.281690140844,2671.3076923076924
SA,5473,341,16640312,90,190058,48798.56891495601,2111.7555555555555
SA,5480,464,20740010,109,222367,44698.2974137931,2040.0642201834862
SA,5481,305,12366194,57,88472,40544.89836065574,1552.140350877193
SA,5482,317,9886574,56,117711,31187.930599369087,2101.9821428571427
SA,5483,190,5858994,29,73522,30836.81052631579,2535.2413793103447
SA,5485,329,16097668,78,170147,48929.0820668693,2181.371794871795
SA,5490,91,4064235,13,14989,44661.92307692308,1153.0
SA,5491,1071,58823869,244,480730,54924.247432306256,1970.204918032787
SA,5495,259,12787393,60,120731,49372.17374517374,2012.1833333333334
SA,5501,4238,225439637,1151,2502461,53194.81760264275,2174.162467419635
SA,5502,893,46480019,219,406131,52049.29339305711,1854.4794520547946
SA,5510,77,3421117,19,34729,44430.09090909091,1827.842105263158
SA,5520,253,12695079,49,113694,50178.17786561265,2320.285714285714
SA,5521,88,4636596,15,29019,52688.59090909091,1934.6
SA,5522,683,37550521,154,300388,54978.800878477305,1950.5714285714287
SA,5523,1000,52404960,205,366878,52404.96,1789.648780487805
SA,5540,7082,358651697,1743,2984841,50642.71349901158,1712.473321858864
SA,5550,476,21283279,95,142151,44712.77100840336,1496.3263157894737
SA,5552,172,10128422,19,39430,58886.17441860465,2075.2631578947367
SA,5554,2841,142878599,558,1083452,50291.65751495952,1941.6702508960573
SA,5555,335,15827367,45,79156,47245.87164179105,1759.0222222222221
SA,5556,1833,84179315,380,708715,45924.33987997818,1865.0394736842106
SA,5558,2330,106440369,476,865239,45682.56180257511,1817.7289915966387
SA,5560,226,12970989,33,58262,57393.75663716814,1765.5151515151515
SA,5570,215,9897043,30,57704,46032.75813953488,1923.4666666666667
SA,5571,899,42840964,122,209863,47654.02002224694,1720.188524590164
SA,5572,85,5310418,14,32522,62475.50588235294,2323.0
SA,5573,1091,60850220,170,333519,55774.720439963334,1961.8764705882354
SA,5575,1185,53568849,237,474561,45205.77974683544,2002.367088607595
SA,5576,593,28712352,121,240415,48418.80607082631,1986.900826446281
SA,5577,311,14390097,51,86346,46270.40836012862,1693.0588235294117
SA,5580,215,10847471,34,59402,50453.35348837209,1747.1176470588234
SA,5581,270,12528331,38,71360,46401.22592592592,1877.8947368421052
SA,5582,317,16341644,73,118539,51550.92744479495,1623.8219178082193
SA,5583,368,14953005,71,118405,40633.16576086957,1667.6760563380283
SA,5600,3610,236471446,1020,1686513,65504.55567867036,1653.4441176470589
SA,5602,679,33501511,107,202638,49339.486008836524,1893.8130841121495
SA,5603,253,10864541,53,110317,42942.849802371544,2081.4528301886794
SA,5604,116,5068920,16,33239,43697.58620689655,2077.4375
SA,5605,1032,51224954,173,340351,49636.583333333336,1967.3468208092486
SA,5606,8556,458826293,1833,3357524,53626.26145395044,1831.7097654118932
SA,5607,2225,121582248,464,898082,54643.706966292135,1935.521551724138
SA,5608,5645,316403247,1407,2225615,56050.17661647475,1581.81592039801
SA,5609,1067,72094822,323,457336,67567.78069353328,1415.9009287925696
SA,5630,75,4530251,12,25155,60403.346666666665,2096.25
SA,5631,743,49419669,94,269931,66513.6864064603,2871.6063829787236
SA,5632,142,11991867,20,53333,84449.76760563381,2666.65
SA,5633,182,8664273,24,56968,47605.895604395606,2373.6666666666665
SA,5640,631,33433517,102,239556,52984.97147385103,2348.5882352941176
SA,5641,614,31783969,76,173283,51765.42182410423,2280.0394736842104
SA,5642,121,5176813,16,30078,42783.57851239669,1879.875
SA,5650,82,5048003,10,29567,61561.01219512195,2956.7
SA,5651,83,4758369,9,18278,57329.74698795181,2030.888888888889
SA,5652,429,22821753,87,237026,53197.55944055944,2724.4367816091954
SA,5653,51,2178648,11,20285,42718.58823529412,1844.090909090909
SA,5654,109,5189433,22,50495,47609.477064220184,2295.2272727272725
SA,5655,57,1654888,14,42700,29033.122807017542,3050.0
SA,5661,70,4606209,17,45355,65802.9857142857,2667.9411764705883
SA,5670,282,13561433,49,91077,48090.18794326241,1858.7142857142858
SA,5671,105,6068227,22,73253,57792.63809523809,3329.681818181818
SA,5680,1297,64654243,209,461997,49849.069390902085,2210.511961722488
SA,5690,2188,116313224,549,984280,53159.60877513711,1792.8597449908925
SA,5700,5551,309387366,1822,3631893,55735.42893172401,1993.35510428101
SA,5701,54,2835310,19,68734,52505.74074074074,3617.5789473684213
SA,5710,1289,76805986,487,1066095,59585.71450737005,2189.106776180698
SA,5720,127,9190346,48,118651,72364.92913385827,2471.8958333333335
SA,5722,179,10658413,37,80063,59544.20670391061,2163.864864864865
SA,5723,822,39692373,161,308614,48287.55839416059,1916.857142857143
SA,5724,116,6426211,23,58156,55398.370689655174,2528.521739130435
SA,5725,2535,246360159,872,2079922,97183.49467455622,2385.2316513761466
SA,5730,52,2320374,6,13833,44622.57692307692,2305.5
SA,5731,120,5988520,36,91399,49904.333333333336,2538.8611111111113
SA,5732,83,3565777,20,50480,42961.1686746988,2524.0
SA,5733,73,3398844,19,39150,46559.50684931507,2060.5263157894738
SA,5734,73,3644054,17,52294,49918.54794520548,3076.1176470588234
SA,SA other,1089,60586072,269,623622,55634.593204775025,2318.297397769517
TAS,7000,9854,598926336,1503,2636038,60780.02192003247,1753.8509647371923
TAS,7001,495,23072164,29,84055,46610.43232323232,2898.448275862069
TAS,7002,57,4178177,11,14640,73301.35087719298,1330.909090909091
TAS,7004,5022,325530804,728,1257695,64820.9486260454,1727.603021978022
TAS,7005,9052,644938308,1233,2586505,71248.15598762705,2097.733171127332
TAS,7006,84,6597171,9,28117,78537.75,3124.1111111111113
TAS,7007,2147,137352247,368,635450,63974.032137866794,1726.766304347826
TAS,7008,7980,464393226,1487,2401538,58194.63984962406,1615.0221923335575
TAS,7009,7861,367958712,1523,2648103,46808.13026332528,1738.74130006566
TAS,7010,9480,428921062,1920,3124438,45244.83776371308,1627.3114583333333
TAS,7011,8182,398528389,1902,3486911,48707.94292349059,1833.2865404837014
TAS,7012,489,25883958,109,164014,52932.42944785276,1504.7155963302753
TAS,7015,6625,374086768,1267,2365225,56465.92724528302,1866.791633780584
TAS,7016,1201,53901143,306,641847,44880.21898417985,2097.5392156862745
TAS,7017,3725,209520129,885,1704993,56247.0144966443,1926.5457627118644
TAS,7018,13332,755314926,2828,5191077,56654.28487848785,1835.600070721358
TAS,7019,3423,161256830,838,1529895,47109.7955010225,1825.6503579952268
TAS,7020,1697,100282362,359,769745,59093.908073070124,2144.136490250696
TAS,7021,1578,92288435,396,858797,58484.432826362485,2168.679292929293
TAS,7022,555,28328434,109,224354,51042.22342342342,2058.293577981651
TAS,7023,237,13212934,54,106875,55750.77637130802,1979.1666666666667
TAS,7024,350,23455938,80,157543,67016.96571428572,1969.2875
TAS,7025,1183,66152505,240,493495,55919.27726120034,2056.2291666666665
TAS,7026,588,29228693,151,284300,49708.66156462585,1882.7814569536424
TAS,7027,139,6216780,28,48718,44725.03597122302,1739.9285714285713
TAS,7030,9321,460339700,2323,4677774,49387.37259950649,2013.678002582867
TAS,7050,7681,407884396,1497,2801940,53103.03293841948,1871.7034068136272
TAS,7051,215,11382242,48,106060,52940.66046511628,2209.5833333333335
TAS,7052,4628,269572278,1007,1873010,58248.11538461538,1859.990069513406
TAS,7053,2269,147729030,381,624714,65107.54958131335,1639.6692913385828
TAS,7054,5496,315826634,1163,2153932,57464.81695778748,1852.0481513327602
TAS,7055,268,14258822,55,61435,53204.55970149254,1117.0
TAS,7109,5316,265555769,1083,2021456,49954.057373965385,1866.533702677747
TAS,7112,1681,152796830,312,572832,90896.38905413444,1836.0
TAS,7113,625,29668944,135,243246,47470.3104,1801.8222222222223
TAS,7116,1256,58022207,283,631069,46196.02468152866,2229.9257950530036
TAS,7117,492,22796890,105,200195,46335.14227642276,1906.6190476190477
TAS,7120,918,44102844,208,536452,48042.313725490196,2579.096153846154
TAS,7140,5884,282265800,1453,2822872,47971.753908905506,1942.7887130075705
TAS,7150,1768,90160333,335,562655,50995.66346153846,1679.5671641791046
TAS,7155,521,29778080,70,107504,57155.62380038388,1535.7714285714285
TAS,7162,415,23779175,71,132953,57299.21686746988,1872.5774647887324
TAS,7163,216,11162896,40,86533,51680.07407407407,2163.325
TAS,7170,3557,236439766,761,1665640,66471.6800674726,2188.7516425755584
TAS,7171,2014,105015686,536,1082143,52142.843098311816,2018.9235074626865
TAS,7172,2264,109028892,488,886368,48157.637809187276,1816.327868852459
TAS,7173,4032,202154938,988,2105150,50137.63343253968,2130.7186234817814
TAS,7174,102,5097117,17,45146,49971.73529411765,2655.6470588235293
TAS,7175,136,8618592,23,58481,63372.0,2542.6521739130435
TAS,7176,101,5065391,27,43428,50152.38613861386,1608.4444444444443
TAS,7177,240,11456577,50,124955,47735.7375,2499.1
TAS,7178,150,5983115,28,69295,39887.433333333334,2474.8214285714284
TAS,7179,201,8869191,39,96976,44125.32835820896,2486.5641025641025
TAS,7180,96,3683199,25,39226,38366.65625,1569.04
TAS,7182,125,5165189,21,27049,41321.512,1288.047619047619
TAS,7184,388,15138924,75,133295,39017.845360824744,1777.2666666666667
TAS,7185,63,3291731,17,33247,52249.69841269841,1955.7058823529412
TAS,7186,91,3119257,18,38739,34277.54945054945,2152.1666666666665
TAS,7187,75,2911946,10,16437,38825.94666666666,1643.7
TAS,7190,1718,76687607,352,752964,44637.722351571596,2139.1022727272725
TAS,7209,220,16141571,33,83535,73370.77727272727,2531.3636363636365
TAS,7210,541,27976455,109,243502,51712.48613678374,2233.9633027522937
TAS,7211,114,5174135,20,38609,45387.149122807015,1930.45
TAS,7212,1046,58646811,211,424551,56067.69694072658,2012.090047393365
TAS,7213,135,5601513,27,83417,41492.688888888886,3089.5185185185187
TAS,7214,248,10237833,57,128147,41281.584677419356,2248.1929824561403
TAS,7215,2062,91452264,437,804240,44351.24345295829,1840.366132723112
TAS,7216,1668,66134414,248,452575,39648.929256594725,1824.899193548387
TAS,7248,7722,323725029,1448,2518115,41922.43317793318,1739.0296961325967
TAS,7249,6899,356757421,1445,2702504,51711.46847369184,1870.2449826989618
TAS,7250,29097,1669194884,6146,11588756,57366.56301336908,1885.5769606247966
TAS,7252,1653,91216958,346,611535,55182.67271627344,1767.442196531792
TAS,7253,2126,103995272,415,621915,48915.93226716839,1498.5903614457832
TAS,7254,316,13858739,56,138914,43856.76898734177,2480.6071428571427
TAS,7255,507,23162974,52,98371,45686.339250493096,1891.75
TAS,7256,1017,54335415,125,250538,53427.15339233039,2004.304
TAS,7258,589,41240207,103,270905,70017.32937181664,2630.145631067961
TAS,7259,290,13200599,61,96908,45519.30689655172,1588.655737704918
TAS,7260,1704,75138556,337,687379,44095.396713615024,2039.700296735905
TAS,7261,150,6382925,18,39459,42552.833333333336,2192.1666666666665
TAS,7262,982,51910338,231,575905,52861.85132382892,2493.095238095238
TAS,7263,301,12392939,56,122738,41172.55481727575,2191.75
TAS,7264,296,11113668,58,133721,37546.17567567567,2305.5344827586205
TAS,7265,131,5327980,25,54664,40671.603053435116,2186.56
TAS,7267,471,23129917,79,148536,49108.104033970274,1880.2025316455697
TAS,7268,610,30115091,136,255353,49369.001639344264,1877.5955882352941
TAS,7270,2070,99315529,385,685637,47978.516425120775,1780.8753246753247
TAS,7275,1844,93546581,316,643644,50730.25,2036.8481012658228
TAS,7276,326,14811630,69,95442,45434.447852760735,1383.2173913043478
TAS,7277,3495,195497143,731,1606772,55936.23547925608,2198.046511627907
TAS,7290,1380,71379328,345,625384,51724.15072463768,1812.7072463768116
TAS,7291,356,19057680,79,169213,53532.808988764045,2141.9367088607596
TAS,7292,391,19916074,60,117952,50936.25063938619,1965.8666666666666
TAS,7300,2090,108994273,482,897790,52150.36985645933,1862.6348547717841
TAS,7301,2417,136314172,493,1035254,56398.0852296235,2099.9066937119674
TAS,7302,996,49638096,218,434041,49837.44578313253,1991.01376146789
TAS,7303,1489,74733009,321,637414,50190.066487575554,1985.7133956386292
TAS,7304,3219,149028818,751,1511272,46296.61944703324,2012.34620505992
TAS,7305,597,26912996,145,280424,45080.39530988275,1933.9586206896552
TAS,7306,2256,101488362,496,966945,44985.97606382979,1949.4858870967741
TAS,7307,5995,334626750,1530,2990778,55817.639699749794,1954.756862745098
TAS,7310,15062,745302870,3762,7465442,49482.33103173549,1984.4343434343434
TAS,7315,8086,403354643,2158,3991916,49883.08718773188,1849.8220574606116
TAS,7316,3444,187014344,852,1740578,54301.49361207898,2042.9319248826291
TAS,7320,8924,478142070,2184,4289647,53579.34446436576,1964.1240842490843
TAS,7321,2358,119730699,529,1107072,50776.37786259542,2092.7637051039696
TAS,7322,2029,106580427,498,1027584,52528.54953178906,2063.421686746988
TAS,7325,4480,232246348,1097,2169431,51840.702678571426,1977.6034639927075
TAS,7330,3713,180217728,596,930141,48536.958793428494,1560.6392617449665
TAS,7331,370,18341155,69,135591,49570.68918918919,1965.0869565217392
TAS,7467,856,43698119,237,521113,51049.20443925234,2198.7890295358648
TAS,7468,424,23499191,118,251688,55422.62028301887,2132.9491525423728
TAS,7469,355,20389840,75,156981,57436.16901408451,2093.08
TAS,7470,308,21087552,73,151649,68466.07792207792,2077.3835616438355
TAS,TAS other,392,19206867,62,173937,48997.10969387755,2805.435483870968
Unknown,Unknown,1078,56073078,226,533638,52015.842300556586,2361.2300884955753
VIC,3000,25022,1349013218,1956,4487975,53913.08520501958,2294.465746421268
VIC,3001,657,22131704,23,62031,33686.00304414003,2697.0
VIC,3002,3773,515823134,588,1592776,136714.32122979063,2708.802721088435
VIC,3003,4970,314154240,733,1647326,63210.10865191147,2247.37517053206
VIC,3004,8462,718029059,1540,4773015,84853.35133538171,3099.3603896103896
VIC,3006,14805,1064208037,2062,5331425,71881.66409996623,2585.5601357904948
VIC,3008,10600,736232844,1451,3952398,69455.92867924528,2723.9131633356305
VIC,3011,14795,881501274,2984,6393857,59581.02561676242,2142.713471849866
VIC,3012,16973,1029583069,4408,9993337,60660.05237730513,2267.0909709618873
VIC,3013,9797,780544730,2765,6914071,79671.81075839543,2500.568173598553
VIC,3015,11420,908966637,3370,9357170,79594.27644483362,2776.6083086053413
VIC,3016,10235,941673265,2444,7204059,92005.20420127016,2947.650981996727
VIC,3018,8155,563101906,2197,5614267,69049.89650521152,2555.424214838416
VIC,3019,4956,226274012,1044,2057780,45656.580306698954,1971.0536398467434
VIC,3020,24733,1163738119,5328,11393215,47052.04055310719,2138.366178678679
VIC,3021,27482,1189771457,5398,11472927,43292.753693326544,2125.403297517599
VIC,3022,1990,101207414,492,1303325,50857.996984924626,2649.0345528455287
VIC,3023,34925,1929053207,9499,23085820,55234.16483894059,2430.3421412780294
VIC,3024,15578,858093184,4845,10984061,55083.655411477725,2267.092053663571
VIC,3025,6502,410534562,1814,5000019,63139.73577360812,2756.3500551267916
VIC,3026,1632,95168382,399,877153,58313.95955882353,2198.378446115288
VIC,3027,5479,332790920,1470,3540797,60739.35389669648,2408.7054421768707
VIC,3028,16943,925935219,4704,10732165,54650.01587676327,2281.497661564626
VIC,3029,63399,3285620858,17150,39188630,51824.49026009874,2285.051311953353
VIC,3030,65801,3953750671,19032,47962559,60086.4830473701,2520.1008301807483
VIC,3031,11972,866073724,2585,5448976,72341.60741730705,2107.921083172147
VIC,3032,19780,1376159830,4963,12752866,69573.29777553084,2569.5881523272215
VIC,3033,8482,540389377,2448,7075157,63710.136406507896,2890.1785130718954
VIC,3034,6770,410637180,1818,4862760,60655.41802067947,2674.785478547855
VIC,3036,3862,267667622,1093,3171391,69308.0326255826,2901.547118023788
VIC,3037,29261,1664345860,8719,22061661,56879.3226478931,2530.2971671063196
VIC,3038,16724,971505647,5005,13230687,58090.507474288446,2643.493906093906
VIC,3039,10356,803946722,2465,6502116,77631.00830436462,2637.7752535496957
VIC,3040,18012,1497843586,4540,12693579,83158.093826338,2795.942511013216
VIC,3041,8306,619559917,2254,6608142,74591.85131230435,2931.740017746229
VIC,3042,9907,629377980,3108,8611949,63528.61411123448,2770.897361647362
VIC,3043,10125,632865677,3103,7694895,62505.25204938272,2479.8243635191748
VIC,3044,17327,1134143551,4943,12444819,65455.2750620419,2517.6651830871942
VIC,3046,21226,1141664751,5290,12127853,53786.14675398097,2292.599810964083
VIC,3047,9071,370177101,1881,3815485,40808.852496968364,2028.4343434343434
VIC,3048,7323,303804045,1713,3446576,41486.282261368295,2012.011675423234
VIC,3049,5697,325516575,1886,4851346,57138.24381253291,2572.2937433722163
VIC,3051,9196,587116157,1362,2904680,63844.7321661592,2132.6578560939793
VIC,3052,4053,279271066,562,1092827,68904.7781889958,1944.532028469751
VIC,3053,8713,510404584,950,1901916,58579.660736830025,2002.016842105263
VIC,3054,6086,519193676,993,2240736,85309.50969438054,2256.5317220543807
VIC,3055,9610,615263633,2116,4664064,64023.27086368366,2204.189035916824
VIC,3056,18308,1192357784,3416,7223804,65127.69193795062,2114.6967213114754
VIC,3057,9192,620849389,1837,3967206,67542.3617275892,2159.6113228089275
VIC,3058,22117,1372614838,5025,11265274,62061.529050052,2241.8455721393034
VIC,3059,11089,697287030,3536,9921409,62880.96582198575,2805.8283371040725
VIC,3060,7186,349330503,1792,4128270,48612.65001391595,2303.722098214286
VIC,3061,2234,103115447,531,1250549,46157.317367949865,2355.0828625235404
VIC,3062,101,10544269,19,50917,104398.70297029703,2679.842105263158
VIC,3063,355,21937230,102,341649,61795.01408450704,3349.5
VIC,3064,48618,2472617373,13786,29752395,50858.06435887943,2158.1600899463224
VIC,3065,7154,588939559,1214,2877768,82323.11420184512,2370.484349258649
VIC,3066,6426,476387160,1226,2855702,74134.32306255835,2329.283849918434
VIC,3067,6474,484734639,1436,3427551,74874.05607043559,2386.873955431755
VIC,3068,13129,1176050634,2533,5514578,89576.55830604007,2177.0935649427556
VIC,3070,16757,1317614611,3595,8068310,78630.69827534762,2244.314325452017
VIC,3071,12156,824314191,2750,5947066,67811.30231984206,2162.5694545454544
VIC,3072,20871,1251562969,4851,11055697,59966.602893967705,2279.055246340961
VIC,3073,28715,1519316922,6944,15709044,52910.2184224273,2262.247119815668
VIC,3074,10522,494478241,2466,5534924,46994.70072229614,2244.4947283049473
VIC,3075,11462,542822649,2885,6663024,47358.45829698133,2309.5403812824957
VIC,3076,18194,932697822,5072,11737492,51264.03330768385,2314.1742902208202
VIC,3078,7842,678360880,1812,4026753,86503.55521550625,2222.269867549669
VIC,3079,11427,1065584182,2617,7175008,93251.43799772469,2741.6920137562092
VIC,3081,7748,417262131,1902,3979198,53854.17281879194,2092.112513144059
VIC,3082,17782,951544478,5096,12238627,53511.66786638174,2401.614403453689
VIC,3083,18496,964700073,4549,10455305,52157.22713019031,2298.3743679929653
VIC,3084,16627,1263235145,3894,9953901,75974.929031094,2556.2149460708783
VIC,3085,8351,557547852,2212,5141158,66764.20213148126,2324.2124773960218
VIC,3086,65,5746094,19,53671,88401.44615384615,2824.7894736842104
VIC,3087,5399,327615030,1467,3476740,60680.68716428968,2369.9659168370827
VIC,3088,16954,1073424115,4773,12051529,63313.91500530848,2524.937984496124
VIC,3089,7936,544195528,2616,7264751,68573.02520161291,2777.045489296636
VIC,3090,1686,144714993,424,1538383,85833.32918149466,3628.2617924528304
VIC,3091,1112,91254191,236,794905,82063.1214028777,3368.241525423729
VIC,3093,2513,232756508,619,2017305,92620.9741345006,3258.9741518578353
VIC,3094,5599,365809768,1501,3878053,65334.839792820145,2583.6462358427716
VIC,3095,18457,1352040840,4902,14474268,73253.55366527605,2952.7270501835987
VIC,3096,1236,77492096,360,1057838,62695.87055016181,2938.438888888889
VIC,3097,966,80948105,195,645841,83797.21014492754,3312.005128205128
VIC,3099,3081,193035332,876,2178651,62653.4670561506,2487.044520547945
VIC,3101,16880,1854464760,3380,9772474,109861.65639810427,2891.2644970414203
VIC,3102,4403,380477747,967,2691456,86413.29707017943,2783.3050672182007
VIC,3103,10530,932156712,1838,5048124,88523.90427350427,2746.5310119695323
VIC,3104,13358,1073138047,2611,7860740,80336.73057343914,3010.6242818843357
VIC,3105,6829,436667727,1553,4415494,63943.14350563772,2843.2028332260143
VIC,3106,10782,852758283,2269,6601946,79090.91847523651,2909.6280299691493
VIC,3107,8145,510327179,1799,4959905,62655.27059545734,2757.0344635908837
VIC,3108,14569,833548065,2891,7257727,57213.81460635596,2510.4555517122103
VIC,3109,18051,1024977271,3733,10035679,56782.29854301701,2688.3683364586122
VIC,3111,7817,591431523,1745,5244171,75659.65498272995,3005.2555873925503
VIC,3113,5461,453783636,1307,3922058,83095.337117744,3000.8094873756695
VIC,3114,2523,222389983,491,1508334,88145.05866032501,3071.9633401221995
VIC,3115,2711,252328649,623,2096857,93075.85724824788,3365.741573033708
