Sub_code,State Abrev,Postcode,Taxable income no.,Taxable income,Total work related car expenses no.,Total work related car expenses,Avg Income,Avg WR car expense
QLD4817,QLD,4817,18010,1067610219,5390,10078925,59278.7462,1869.930427
QLD4818,QLD,4818,18159,1129026481,6244,12789141,62174.48543,2048.22886
QLD4819,QLD,4819,1378,64429957,216,335204,46756.13716,1551.87037
QLD4820,QLD,4820,5203,292247685,1137,2069449,56169.07265,1820.095866
QLD4821,QLD,4821,812,37736610,147,301447,46473.65764,2050.659864
QLD4822,QLD,4822,522,20645438,95,220855,39550.64751,2324.789474
QLD4823,QLD,4823,522,21854308,95,248433,41866.49042,2615.084211
QLD4824,QLD,4824,1573,111892633,318,684047,71133.26955,2151.091195
QLD4825,QLD,4825,11343,859428687,3309,5394737,75767.31791,1630.322454
QLD4828,QLD,4828,108,5260447,32,66723,48707.84259,2085.09375
QLD4829,QLD,4829,273,15739245,60,134189,57652.91209,2236.483333
QLD4830,QLD,4830,563,24843311,53,107202,44126.66252,2022.679245
QLD4849,QLD,4849,731,30745056,130,303099,42058.90014,2331.530769
QLD4850,QLD,4850,5978,303980154,1273,2188635,50849.8083,1719.27337
QLD4852,QLD,4852,2284,113779362,485,1133097,49815.83275,2336.282474
QLD4854,QLD,4854,3283,155156960,633,1288153,47260.72495,2034.99684
QLD4855,QLD,4855,474,19109084,80,185895,40314.52321,2323.6875
QLD4856,QLD,4856,374,15843090,75,129781,42361.20321,1730.413333
QLD4858,QLD,4858,880,45205629,168,290400,51370.03295,1728.571429
QLD4859,QLD,4859,326,15498640,59,116370,47541.84049,1972.372881
QLD4860,QLD,4860,6017,285672230,1174,2023782,47477.5187,1723.834753
QLD4861,QLD,4861,817,39540631,185,351476,48397.34517,1899.87027
QLD4865,QLD,4865,4780,268757615,1257,2392416,56225.44247,1903.274463
QLD4868,QLD,4868,12514,675128902,3317,6450456,53949.88829,1944.665662
QLD4869,QLD,4869,10970,597345058,3249,6203929,54452.60328,1909.488766
QLD4870,QLD,4870,43952,2553587983,10251,19130129,58099.47176,1866.171983
QLD4871,QLD,4871,5609,261759618,1016,2024552,46667.78713,1992.669291
QLD4872,QLD,4872,2276,104498683,394,788005,45913.30536,2000.01269
QLD4873,QLD,4873,4051,191019533,933,1776780,47153.67391,1904.37299
QLD4874,QLD,4874,3108,251777490,674,1456261,81009.48842,2160.624629
QLD4875,QLD,4875,3098,170012934,284,400290,54878.28728,1409.471831
QLD4876,QLD,4876,1046,48843210,160,267673,46695.22945,1672.95625
QLD4877,QLD,4877,3622,167533152,756,1496462,46254.32137,1979.44709
QLD4878,QLD,4878,8614,483786861,2312,4453692,56162.85825,1926.33737
QLD4879,QLD,4879,12841,758417761,3223,6439484,59062.20396,1997.978281
QLD4880,QLD,4880,7578,362974053,1687,2940313,47898.39707,1742.924126
QLD4881,QLD,4881,2620,129694560,580,1074477,49501.74046,1852.546552
QLD4882,QLD,4882,1779,93110608,414,676059,52338.73412,1632.992754
QLD4883,QLD,4883,4627,220847591,1080,1776711,47730.1904,1645.102778
QLD4884,QLD,4884,1240,61697110,231,440746,49755.73387,1907.991342
QLD4885,QLD,4885,2335,113814561,506,893741,48742.85268,1766.286561
QLD4886,QLD,4886,464,18754229,87,171098,40418.59698,1966.643678
QLD4887,QLD,4887,935,41921967,180,323583,44836.32834,1797.683333
QLD4888,QLD,4888,1291,55961281,265,534629,43347.23548,2017.467925
QLD4890,QLD,4890,720,37477332,122,265521,52051.85,2176.401639
QLD4891,QLD,4891,338,17953035,46,99514,53115.48817,2163.347826
QLD4892,QLD,4892,1514,65211284,151,314103,43072.1823,2080.152318
QLD4895,QLD,4895,2162,104279181,402,834892,48232.73867,2076.845771
QLD9726,QLD,9726,551,18920933,48,186200,34339.26134,3879.166667
QLDQLD other,QLD,QLD other,2329,144227367,599,1377696,61926.73551,2299.993322
SA5000,SA,5000,8710,546883880,1303,2684500,62788.04592,2060.245587
SA5001,SA,5001,161,31319131,18,33140,194528.764,1841.111111
SA5006,SA,5006,4149,428141538,718,1659628,103191.5011,2311.45961
SA5007,SA,5007,4715,276027286,1200,2167011,58542.37243,1805.8425
SA5008,SA,5008,7614,395788071,1823,3498334,51981.62214,1918.998354
SA5009,SA,5009,3090,164635142,696,1331593,53279.98123,1913.208333
SA5010,SA,5010,2875,133474595,702,1184152,46425.94609,1686.826211
SA5011,SA,5011,7928,438825731,2084,4077731,55351.37878,1956.684741
SA5012,SA,5012,5571,247934897,1164,2005691,44504.55879,1723.102234
SA5013,SA,5013,5318,156713836,1360,2401126,29468.56638,1765.533824
SA5014,SA,5014,6858,360256918,1840,3333435,52530.90085,1811.649457
SA5015,SA,5015,3590,202780914,1006,1909560,56484.93426,1898.170974
SA5016,SA,5016,5284,317301280,1486,2974298,60049.44739,2001.546433
SA5017,SA,5017,2515,129959440,659,1237948,51673.7336,1878.525038
SA5018,SA,5018,3455,201169739,898,1824041,58225.68423,2031.226058
SA5019,SA,5019,5316,323985100,1446,2919563,60945.2784,2019.061549
SA5020,SA,5020,1948,121876711,446,1011220,62565.04671,2267.309417
SA5021,SA,5021,4116,255811916,888,2101841,62150.61127,2366.938063
SA5022,SA,5022,10202,741178435,2594,6023651,72650.30729,2322.147648
SA5023,SA,5023,9616,487567851,2501,4795005,50703.81146,1917.235106
SA5024,SA,5024,8962,545894340,2050,4438648,60912.11114,2165.194146
SA5025,SA,5025,5333,298386379,1326,2828319,55950.943,2132.970588
SA5031,SA,5031,6092,346076553,1407,2878069,56808.36392,2045.535892
SA5032,SA,5032,8166,493967909,1922,3979592,60490.80443,2070.547347
SA5033,SA,5033,5063,255386709,1211,2235749,50441.77543,1846.200661
SA5034,SA,5034,6566,506897449,1345,2926125,77200.34252,2175.557621
SA5035,SA,5035,3943,226865881,844,1831954,57536.36343,2170.561611
SA5037,SA,5037,6505,346166550,1463,2693961,53215.45734,1841.395079
SA5038,SA,5038,10336,543282007,2548,4783762,52562.11368,1877.457614
SA5039,SA,5039,5304,288693624,1270,2528736,54429.41629,1991.130709
SA5040,SA,5040,1426,90722398,297,681811,63620.19495,2295.659933
SA5041,SA,5041,8295,538413051,1979,4249061,64908.14358,2147.074785
SA5042,SA,5042,6353,320179422,1394,2444698,50398.14607,1753.728838
SA5043,SA,5043,10689,534362350,2578,4892211,49991.79998,1897.676881
SA5044,SA,5044,7076,489379894,1689,4018078,69160.5277,2378.96862
SA5045,SA,5045,10620,730815540,2483,6020775,68815.0226,2424.798631
SA5046,SA,5046,5445,289405921,1335,2558712,53150.76602,1916.638202
SA5047,SA,5047,4765,241428658,1184,2245628,50667.08458,1896.64527
SA5048,SA,5048,9108,574445002,2164,4689483,63070.37791,2167.0439
SA5049,SA,5049,6400,399814524,1535,3352502,62471.01938,2184.040391
SA5050,SA,5050,3527,204981784,751,1405781,58117.88602,1871.878828
SA5051,SA,5051,9478,608906900,2275,4602318,64244.23929,2022.996923
SA5052,SA,5052,4138,276611183,959,2116988,66846.58845,2207.495308
SA5061,SA,5061,6570,683539830,1242,3559316,104039.5479,2865.793881
SA5062,SA,5062,9860,818270101,2066,4845786,82988.85406,2345.491772
SA5063,SA,5063,7738,569165285,1740,4051546,73554.57289,2328.474713
SA5064,SA,5064,6505,562259636,1199,3183343,86434.994,2654.998332
SA5065,SA,5065,6628,568710639,1211,2833239,85804.26056,2339.586292
SA5066,SA,5066,8099,722077254,1580,3944177,89156.34696,2496.314557
SA5067,SA,5067,6929,536090465,1459,3450393,77369.09583,2364.902673
SA5068,SA,5068,7719,601938300,1622,3922811,77981.3836,2418.502466
SA5069,SA,5069,5326,461606138,1061,2531772,86670.32257,2386.213007
SA5070,SA,5070,8692,528321270,1913,4007982,60782.47469,2095.129117
SA5071,SA,5071,153,15624753,29,81431,102122.5686,2807.965517
SA5072,SA,5072,7946,521513265,1723,3592452,65632.17531,2084.998259
SA5073,SA,5073,9429,535421039,2164,4231428,56784.49878,1955.373383
SA5074,SA,5074,7602,386793264,1815,3809380,50880.46093,2098.831956
SA5075,SA,5075,6471,341414764,1476,3153641,52760.74239,2136.613144
SA5076,SA,5076,6066,346540703,1469,3046394,57128.37174,2073.787611
SA5081,SA,5081,6115,609057698,1235,3217243,99600.60474,2605.055061
SA5082,SA,5082,9814,636583854,2288,4887570,64864.87202,2136.175699
SA5083,SA,5083,4661,278726043,1148,2123741,59799.62304,1849.948606
SA5084,SA,5084,5187,220717077,1022,1734379,42551.97166,1697.044031
SA5085,SA,5085,12616,669753452,3198,6162720,53087.62302,1927.054409
SA5086,SA,5086,9414,490912110,2409,4554211,52147.02677,1890.498547
SA5087,SA,5087,6971,358311207,1694,3048873,51400.25922,1799.806966
SA5088,SA,5088,2028,96577026,472,899140,47621.80769,1904.957627
SA5089,SA,5089,4303,254032768,1038,2334818,59036.19986,2249.342967
SA5090,SA,5090,4276,208633927,1020,1921972,48791.84448,1884.286275
SA5091,SA,5091,4756,262347295,1179,2340227,55161.332,1984.92536
SA5092,SA,5092,10252,512320572,2538,4604295,49972.74405,1814.143026
SA5093,SA,5093,5052,238984858,1154,2136562,47304.9996,1851.440208
SA5094,SA,5094,513,24950526,105,218951,48636.50292,2085.247619
SA5095,SA,5095,12141,666767006,3082,6231518,54918.62334,2021.907203
SA5096,SA,5096,7555,377548608,1837,3691030,49973.34322,2009.27055
SA5097,SA,5097,8093,425408613,1924,3633902,52565.0084,1888.722453
SA5098,SA,5098,6509,317899534,1511,2853305,48839.99601,1888.355394
SA5106,SA,5106,81,3892926,13,15532,48060.81481,1194.769231
SA5107,SA,5107,8921,412048210,2073,3881532,46188.56743,1872.422576
SA5108,SA,5108,20378,933190640,4838,9315727,45794.02493,1925.532658
SA5109,SA,5109,10621,521509386,2526,4978974,49101.72168,1971.090261
SA5110,SA,5110,4411,215977394,1176,2208382,48963.36296,1877.87585
SA5111,SA,5111,279,19266320,172,299708,69054.91039,1742.488372
SA5112,SA,5112,8156,369361922,1899,3526813,45287.141,1857.194839
SA5113,SA,5113,6902,280201931,1437,2870863,40597.2082,1997.81698
SA5114,SA,5114,18594,943539783,5223,10243871,50744.31446,1961.300211
SA5115,SA,5115,6121,299698739,1804,3576545,48962.3818,1982.563747
SA5116,SA,5116,5334,277210583,1622,3191113,51970.488,1967.393958
SA5117,SA,5117,1948,109251690,584,1297042,56084.02977,2220.962329
SA5118,SA,5118,10899,603350170,2992,6071098,55358.30535,2029.110294
SA5120,SA,5120,1416,73778859,323,699200,52103.71398,2164.705882
SA5121,SA,5121,1039,50255591,243,488958,48369.19249,2012.17284
SA5125,SA,5125,12008,721598336,3313,7080814,60093.13258,2137.281618
SA5126,SA,5126,4398,240603587,1194,2520696,54707.50045,2111.135678
SA5127,SA,5127,4847,270801560,1288,2305744,55869.93192,1790.173913
SA5131,SA,5131,630,39196957,121,302216,62217.39206,2497.652893
SA5132,SA,5132,278,19913660,60,110390,71631.8705,1839.833333
SA5133,SA,5133,285,17610722,67,183772,61792.00702,2742.865672
SA5134,SA,5134,246,14657618,62,154995,59583.81301,2499.919355
SA5136,SA,5136,295,19963820,62,120517,67673.9661,1943.822581
SA5137,SA,5137,365,24269005,83,205708,66490.42466,2478.409639
SA5138,SA,5138,183,9933554,43,100627,54281.71585,2340.162791
SA5139,SA,5139,147,8913900,30,60379,60638.77551,2012.633333
SA5140,SA,5140,290,19749512,91,193366,68101.76552,2124.901099
SA5141,SA,5141,452,28964133,102,176325,64079.94027,1728.676471
SA5142,SA,5142,425,26811737,80,124997,63086.44,1562.4625
SA5144,SA,5144,250,17041679,63,139072,68166.716,2207.492063
SA5151,SA,5151,249,19723804,45,93321,79212.06426,2073.8
SA5152,SA,5152,4142,383542831,883,2367949,92598.46234,2681.708947
SA5153,SA,5153,4150,276905370,934,2090958,66724.18554,2238.713062
SA5154,SA,5154,2281,184831821,486,1206237,81031.04822,2481.969136
SA5155,SA,5155,2455,149731780,639,1266665,60990.54175,1982.261346
SA5156,SA,5156,644,41854505,160,332273,64991.46739,2076.70625
SA5157,SA,5157,1925,119923054,457,1069249,62297.69039,2339.713348
SA5158,SA,5158,15599,857809740,4414,8926783,54991.32893,2022.379474
SA5159,SA,5159,20645,1141532146,5287,10551568,55293.3953,1995.75714
SA5160,SA,5160,128,7963868,26,66896,62217.71875,2572.923077
SA5161,SA,5161,5633,277628404,1578,2954523,49286.06497,1872.321293
SA5162,SA,5162,19228,930341703,5173,10112771,48384.73596,1954.91417
SA5163,SA,5163,6973,325140145,1825,3325551,46628.44472,1822.219726
SA5164,SA,5164,2055,85175085,495,900107,41447.72993,1818.39798
SA5165,SA,5165,2970,141368521,768,1473335,47598.82862,1918.404948
SA5166,SA,5166,909,43173428,259,500559,47495.52035,1932.660232
SA5167,SA,5167,3562,188708616,971,2012592,52978.27513,2072.700309
SA5168,SA,5168,2950,141229325,837,1706578,47874.34746,2038.922342
SA5169,SA,5169,10496,543233050,3215,6688684,51756.1976,2080.461586
SA5170,SA,5170,681,33884020,203,393878,49756.27019,1940.285714
SA5171,SA,5171,3746,211174114,835,1902253,56373.22851,2278.147305
SA5172,SA,5172,2647,150907806,612,1209731,57010.88251,1976.684641
SA5173,SA,5173,6852,330651694,1914,3882812,48256.23088,2028.637409
SA5174,SA,5174,1633,79201408,461,1071802,48500.55603,2324.950108
SA5201,SA,5201,1378,71976543,360,853664,52232.61466,2371.288889
SA5202,SA,5202,535,24740795,130,261385,46244.47664,2010.653846
SA5203,SA,5203,697,30552882,136,231222,43834.83788,1700.161765
SA5204,SA,5204,1504,67726894,310,499792,45031.17952,1612.232258
SA5210,SA,5210,1145,57701845,301,594167,50394.62445,1973.976744
SA5211,SA,5211,8143,362633823,1473,2803347,44533.19698,1903.154786
SA5212,SA,5212,1146,49498111,174,338976,43192.06894,1948.137931
SA5213,SA,5213,729,36308740,174,406993,49806.22771,2339.04023
SA5214,SA,5214,4330,187563511,753,1528485,43317.20808,2029.860558
SA5220,SA,5220,254,11539273,45,85364,45430.20866,1896.977778
SA5221,SA,5221,181,7463837,19,23610,41236.66851,1242.631579
SA5222,SA,5222,404,21408834,65,132091,52992.16337,2032.169231
SA5223,SA,5223,2084,95474861,253,446641,45813.27303,1765.379447
SA5231,SA,5231,739,49564713,194,377806,67069.977,1947.453608
SA5232,SA,5232,274,16628820,65,118230,60689.12409,1818.923077
SA5233,SA,5233,890,50707198,220,417147,56974.37978,1896.122727
SA5234,SA,5234,860,45510599,222,426289,52919.30116,1920.220721
SA5235,SA,5235,1387,69525026,314,694773,50126.19034,2212.652866
SA5236,SA,5236,169,9065977,46,82554,53644.83432,1794.652174
SA5237,SA,5237,204,8894904,32,81321,43602.47059,2541.28125
SA5238,SA,5238,2062,86597929,402,761659,41997.05577,1894.674129
SA5240,SA,5240,346,17593246,75,192966,50847.53179,2572.88
SA5241,SA,5241,1496,82788201,413,885198,55339.70655,2143.336562
SA5242,SA,5242,1043,69380089,269,632927,66519.74017,2352.888476
SA5243,SA,5243,605,40791852,138,340990,67424.54876,2470.942029
SA5244,SA,5244,2574,142701589,642,1338203,55439.62277,2084.428349
SA5245,SA,5245,1953,126300464,426,999474,64669.97645,2346.183099
SA5250,SA,5250,2340,144088629,628,1344427,61576.33718,2140.807325
SA5251,SA,5251,9874,550997493,2572,5315811,55802.8654,2066.800544
SA5252,SA,5252,3938,199573210,1118,2213733,50678.82428,1980.083184
SA5253,SA,5253,9689,424577222,2158,4334680,43820.54103,2008.656163
SA5254,SA,5254,1287,60454441,294,579379,46973.14763,1970.676871
SA5255,SA,5255,5491,274724496,1252,2588454,50031.77855,2067.455272
SA5256,SA,5256,657,27056586,138,278104,41182.01826,2015.246377
SA5259,SA,5259,497,22135876,78,134389,44538.98592,1722.935897
SA5260,SA,5260,878,41368379,182,393267,47116.60478,2160.807692
SA5261,SA,5261,248,12852085,33,75655,51822.92339,2292.575758
SA5262,SA,5262,319,19970846,51,107863,62604.53292,2114.960784
SA5263,SA,5263,142,8675021,23,46983,61091.69718,2042.73913
SA5264,SA,5264,746,33635518,158,312419,45087.82574,1977.335443
SA5265,SA,5265,223,10815191,34,63452,48498.61435,1866.235294
SA5266,SA,5266,399,22436197,66,150142,56231.07018,2274.878788
SA5267,SA,5267,1228,62794831,257,556943,51135.85586,2167.093385
SA5268,SA,5268,2447,124652269,530,977164,50940.8537,1843.70566
SA5269,SA,5269,133,7521669,17,33048,56553.90226,1944
SA5270,SA,5270,408,20873397,72,169805,51160.28676,2358.402778
SA5271,SA,5271,4888,259468977,1065,2218530,53082.85127,2083.126761
SA5272,SA,5272,502,34466142,97,211761,68657.65339,2183.103093
SA5273,SA,5273,87,5946742,14,35240,68353.35632,2517.142857
SA5275,SA,5275,1396,81722274,315,688245,58540.31089,2184.904762
SA5276,SA,5276,879,46702916,168,473094,53131.87258,2816.035714
SA5277,SA,5277,1663,91236856,380,792129,54862.81179,2084.55
SA5278,SA,5278,308,17270114,64,132535,56071.7987,2070.859375
SA5279,SA,5279,229,10713039,51,112100,46781.82969,2198.039216
SA5280,SA,5280,4055,220677043,1008,2077898,54420.97238,2061.406746
SA5290,SA,5290,14685,761527223,3059,5513450,51857.4888,1802.370056
SA5291,SA,5291,4759,267708306,1010,1966573,56253.05863,1947.10198
SA5301,SA,5301,310,15818736,43,100009,51028.18065,2325.790698
SA5302,SA,5302,514,24487680,74,127085,47641.40078,1717.364865
SA5303,SA,5303,113,4972678,30,76036,44006,2534.533333
SA5304,SA,5304,539,23120102,82,128059,42894.43785,1561.695122
SA5306,SA,5306,64,2095486,7,15516,32741.96875,2216.571429
SA5307,SA,5307,310,10023131,49,107259,32332.68065,2188.959184
SA5308,SA,5308,55,1233346,6,8323,22424.47273,1387.166667
SA5311,SA,5311,147,5932279,32,86864,40355.63946,2714.5
SA5320,SA,5320,289,12613241,69,140819,43644.43253,2040.855072
SA5321,SA,5321,165,6284318,28,51455,38086.77576,1837.678571
SA5322,SA,5322,447,20907640,111,181761,46773.24385,1637.486486
SA5330,SA,5330,1888,89216077,376,607947,47254.27807,1616.880319
SA5331,SA,5331,150,8730182,30,32846,58201.21333,1094.866667
SA5332,SA,5332,220,8125068,58,109690,36932.12727,1891.206897
SA5333,SA,5333,3395,163599058,974,1676094,48188.23505,1720.835729
SA5340,SA,5340,769,38734695,206,339494,50370.21456,1648.029126
SA5341,SA,5341,4334,207696909,1065,1995075,47922.6832,1873.309859
SA5342,SA,5342,595,29731607,138,246847,49969.08739,1788.746377
SA5343,SA,5343,2748,133383149,782,1261581,48538.26383,1613.274936
SA5344,SA,5344,437,19904024,114,157023,45546.96568,1377.394737
SA5345,SA,5345,1886,90649054,456,791163,48064.18558,1735.006579
SA5346,SA,5346,183,8305589,45,97494,45385.73224,2166.533333
SA5350,SA,5350,291,15799731,90,277029,54294.60825,3078.1
SA5351,SA,5351,3575,196828021,972,2096745,55056.78909,2157.145062
SA5352,SA,5352,3238,197217103,875,1687735,60907.07319,1928.84
SA5353,SA,5353,2295,118824389,517,973599,51775.3329,1883.170213
SA5354,SA,5354,170,6943009,40,75268,40841.22941,1881.7
SA5355,SA,5355,4606,242337194,1206,1923653,52613.37256,1595.068823
SA5356,SA,5356,471,21187246,126,205935,44983.53715,1634.404762
SA5357,SA,5357,213,8210893,42,84321,38548.79343,2007.642857
SA5360,SA,5360,771,43075256,206,429606,55869.33333,2085.466019
SA5371,SA,5371,866,45535647,226,419759,52581.57852,1857.340708
SA5372,SA,5372,1389,73712407,410,822659,53068.68754,2006.485366
SA5373,SA,5373,1827,93383584,461,880087,51113.0728,1909.08243
SA5374,SA,5374,794,32463337,168,403197,40885.81486,2399.982143
SA5381,SA,5381,196,6680805,39,97720,34085.7398,2505.641026
SA5400,SA,5400,522,26385144,141,237517,50546.25287,1684.51773
SA5401,SA,5401,441,20139372,105,219023,45667.5102,2085.933333
SA5410,SA,5410,169,8209245,32,83225,48575.4142,2600.78125
SA5411,SA,5411,176,9971772,26,53793,56657.79545,2068.961538
SA5412,SA,5412,644,31303207,130,241647,48607.46429,1858.823077
SA5413,SA,5413,454,18782406,82,207511,41370.93833,2530.621951
SA5414,SA,5414,96,3619693,20,44726,37705.13542,2236.3
SA5415,SA,5415,137,6407085,21,45787,46767.0438,2180.333333
SA5416,SA,5416,141,5914901,24,43791,41949.65248,1824.625
SA5417,SA,5417,779,34486329,151,397623,44269.99872,2633.264901
SA5419,SA,5419,122,6976554,20,59158,57184.86885,2957.9
SA5420,SA,5420,50,2323220,7,10215,46464.4,1459.285714
SA5422,SA,5422,649,26741407,116,199496,41204.01695,1719.793103
SA5431,SA,5431,515,19586616,115,212283,38032.26408,1845.93913
SA5432,SA,5432,90,4677903,16,52343,51976.7,3271.4375
SA5433,SA,5433,691,35384944,211,469623,51208.31259,2225.701422
SA5434,SA,5434,248,11932271,47,112686,48113.99597,2397.574468
SA5440,SA,5440,131,7074803,26,74609,54006.12977,2869.576923
SA5451,SA,5451,415,22462416,94,136571,54126.30361,1452.882979
SA5452,SA,5452,290,13734740,57,106965,47361.17241,1876.578947
SA5453,SA,5453,3072,166585825,758,1490222,54227.15658,1965.992084
SA5454,SA,5454,207,7955801,42,91451,38433.82126,2177.404762
SA5460,SA,5460,402,19083813,94,184030,47472.17164,1957.765957
SA5461,SA,5461,1374,68797586,336,540649,50071.02329,1609.074405
SA5462,SA,5462,309,15455325,64,139473,50017.23301,2179.265625
SA5464,SA,5464,291,14156927,58,99355,48649.23368,1713.017241
SA5470,SA,5470,70,3711086,12,20521,53015.51429,1710.083333
SA5471,SA,5471,65,2213097,11,17913,34047.64615,1628.454545
SA5472,SA,5472,71,2483600,13,34727,34980.28169,2671.307692
SA5473,SA,5473,341,16640312,90,190058,48798.56891,2111.755556
SA5480,SA,5480,464,20740010,109,222367,44698.29741,2040.06422
SA5481,SA,5481,305,12366194,57,88472,40544.89836,1552.140351
SA5482,SA,5482,317,9886574,56,117711,31187.9306,2101.982143
SA5483,SA,5483,190,5858994,29,73522,30836.81053,2535.241379
SA5485,SA,5485,329,16097668,78,170147,48929.08207,2181.371795
SA5490,SA,5490,91,4064235,13,14989,44661.92308,1153
SA5491,SA,5491,1071,58823869,244,480730,54924.24743,1970.204918
SA5495,SA,5495,259,12787393,60,120731,49372.17375,2012.183333
SA5501,SA,5501,4238,225439637,1151,2502461,53194.8176,2174.162467
SA5502,SA,5502,893,46480019,219,406131,52049.29339,1854.479452
SA5510,SA,5510,77,3421117,19,34729,44430.09091,1827.842105
SA5520,SA,5520,253,12695079,49,113694,50178.17787,2320.285714
SA5521,SA,5521,88,4636596,15,29019,52688.59091,1934.6
SA5522,SA,5522,683,37550521,154,300388,54978.80088,1950.571429
SA5523,SA,5523,1000,52404960,205,366878,52404.96,1789.64878
SA5540,SA,5540,7082,358651697,1743,2984841,50642.7135,1712.473322
SA5550,SA,5550,476,21283279,95,142151,44712.77101,1496.326316
SA5552,SA,5552,172,10128422,19,39430,58886.17442,2075.263158
SA5554,SA,5554,2841,142878599,558,1083452,50291.65751,1941.670251
SA5555,SA,5555,335,15827367,45,79156,47245.87164,1759.022222
SA5556,SA,5556,1833,84179315,380,708715,45924.33988,1865.039474
SA5558,SA,5558,2330,106440369,476,865239,45682.5618,1817.728992
SA5560,SA,5560,226,12970989,33,58262,57393.75664,1765.515152
SA5570,SA,5570,215,9897043,30,57704,46032.75814,1923.466667
SA5571,SA,5571,899,42840964,122,209863,47654.02002,1720.188525
SA5572,SA,5572,85,5310418,14,32522,62475.50588,2323
SA5573,SA,5573,1091,60850220,170,333519,55774.72044,1961.876471
SA5575,SA,5575,1185,53568849,237,474561,45205.77975,2002.367089
SA5576,SA,5576,593,28712352,121,240415,48418.80607,1986.900826
SA5577,SA,5577,311,14390097,51,86346,46270.40836,1693.058824
SA5580,SA,5580,215,10847471,34,59402,50453.35349,1747.117647
SA5581,SA,5581,270,12528331,38,71360,46401.22593,1877.894737
SA5582,SA,5582,317,16341644,73,118539,51550.92744,1623.821918
SA5583,SA,5583,368,14953005,71,118405,40633.16576,1667.676056
SA5600,SA,5600,3610,236471446,1020,1686513,65504.55568,1653.444118
SA5602,SA,5602,679,33501511,107,202638,49339.48601,1893.813084
SA5603,SA,5603,253,10864541,53,110317,42942.8498,2081.45283
SA5604,SA,5604,116,5068920,16,33239,43697.58621,2077.4375
SA5605,SA,5605,1032,51224954,173,340351,49636.58333,1967.346821
SA5606,SA,5606,8556,458826293,1833,3357524,53626.26145,1831.709765
SA5607,SA,5607,2225,121582248,464,898082,54643.70697,1935.521552
SA5608,SA,5608,5645,316403247,1407,2225615,56050.17662,1581.81592
SA5609,SA,5609,1067,72094822,323,457336,67567.78069,1415.900929
SA5630,SA,5630,75,4530251,12,25155,60403.34667,2096.25
SA5631,SA,5631,743,49419669,94,269931,66513.68641,2871.606383
SA5632,SA,5632,142,11991867,20,53333,84449.76761,2666.65
SA5633,SA,5633,182,8664273,24,56968,47605.8956,2373.666667
SA5640,SA,5640,631,33433517,102,239556,52984.97147,2348.588235
SA5641,SA,5641,614,31783969,76,173283,51765.42182,2280.039474
SA5642,SA,5642,121,5176813,16,30078,42783.57851,1879.875
SA5650,SA,5650,82,5048003,10,29567,61561.0122,2956.7
SA5651,SA,5651,83,4758369,9,18278,57329.74699,2030.888889
